Complaint ID,Product,Sub-product,Issue,State,ZIP code,Date received,Company,Company response,Timely response?,Consumer disputed?,mes
1260019,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",CA,90265.0,1 days,Bank of America,In progress,True,,2
1260001,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",CA,91746.0,1 days,Nationstar Mortgage,Closed with explanation,True,,2
1260020,Bank account or service,Savings account,Deposits and withdrawals,DE,19803.0,1 days,Ally Financial Inc.,In progress,True,,2
1260017,Debt collection,Medical,Cont'd attempts collect debt not owed,AZ,85014.0,1 days,"RSI Enterprises, Inc.",Closed with explanation,True,,2
1259991,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",FL,34737.0,1 days,Embrace Home Loans Inc,Closed,True,,2
1260015,Debt collection,,Improper contact or sharing of info,IL,60084.0,1 days,"Portfolio Recovery Associates, Inc.",Closed with explanation,True,Yes,2
1260016,Mortgage,Other mortgage,Settlement process and costs,CA,93706.0,1 days,Ocwen,In progress,True,,2
1258372,Consumer loan,Vehicle loan,Managing the loan or lease,NC,27925.0,6 days,Consumer Portfolio Services,Closed with explanation,True,Yes,2
1258890,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,TX,77095.0,0 days,"Afni, Inc.",Closed with explanation,True,,2
1260012,Consumer loan,Vehicle loan,Managing the loan or lease,OH,44060.0,6 days,The Huntington National Bank,In progress,True,,2
1257986,Debt collection,Medical,Disclosure verification of debt,NJ,7628.0,0 days,Revenue Recovery Corporation,Closed with explanation,True,Yes,2
1257993,Debt collection,"Other (phone, health club, etc.)",Communication tactics,FL,33025.0,0 days,"I.Q. Data International, Inc.",Closed with explanation,True,,2
1260014,Consumer loan,Installment loan,Problems when you are unable to pay,CA,91765.0,6 days,Citibank,Closed with explanation,True,,2
1260010,Credit card,,APR or interest rate,TX,78599.0,1 days,Bank of America,Closed with explanation,True,,2
1258407,Debt collection,,Communication tactics,FL,33014.0,6 days,Bank of America,Closed with explanation,True,,2
1260025,Credit card,,Credit card protection / Debt protection,AZ,85305.0,1 days,GE Capital Retail,Closed with explanation,True,,2
1258001,Debt collection,Medical,Cont'd attempts collect debt not owed,DE,19701.0,6 days,"Credit Bureau of Lancaster County, Inc.",Closed with explanation,True,,2
1258366,Prepaid card,General purpose card,"Managing, opening, or closing account",NC,28115.0,6 days,"NetSpend Corporation,  a TSYS Company",Closed with explanation,True,,2
1258369,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,TX,76271.0,0 days,"Southwest Credit Systems, L.P.",Closed,True,Yes,2
1258289,Consumer loan,Vehicle loan,Managing the loan or lease,MI,49870.0,6 days,Ally Financial Inc.,In progress,True,,2
1258382,Debt collection,Medical,Cont'd attempts collect debt not owed,TN,38256.0,0 days,"Monterey Financial Services, Inc.",Closed with explanation,True,Yes,2
1258381,Bank account or service,Checking account,Problems caused by my funds being low,CA,95307.0,6 days,Wells Fargo,Closed with explanation,True,,2
1260006,Credit reporting,,Incorrect information on credit report,CT,6612.0,1 days,TransUnion,Closed with explanation,True,,2
1258364,Bank account or service,Other bank product/service,"Account opening, closing, or management",MN,55128.0,0 days,Wells Fargo,Closed with explanation,True,Yes,2
1258327,Bank account or service,Savings account,"Account opening, closing, or management",FL,32909.0,4 days,HSBC,Closed with explanation,True,,2
1258329,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,AZ,85083.0,0 days,"U.S. Collections West, Inc.",Closed with explanation,True,,2
1258351,Credit reporting,,Incorrect information on credit report,CA,90024.0,0 days,Equifax,Closed with explanation,True,,2
1258328,Bank account or service,Other bank product/service,"Account opening, closing, or management",CT,6418.0,6 days,JPMorgan Chase,Closed with explanation,True,,2
1258009,Debt collection,,Cont'd attempts collect debt not owed,FL,32837.0,6 days,Transworld Systems Inc.,Closed with explanation,True,,2
1258323,Debt collection,,Disclosure verification of debt,GA,30291.0,0 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,,2
1258360,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",FL,33913.0,0 days,Fifth Third Bank,Closed with explanation,True,,2
1257981,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",IL,60617.0,6 days,Bank of America,In progress,True,,2
1258390,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",CA,92648.0,0 days,Wells Fargo,Closed with explanation,True,,2
1258286,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",TX,75220.0,6 days,JPMorgan Chase,In progress,True,,2
1258311,Consumer loan,Vehicle loan,Taking out the loan or lease,GA,30736.0,0 days,Capital One,Closed with explanation,True,,2
1258314,Bank account or service,Checking account,Problems caused by my funds being low,MI,48312.0,0 days,PNC Bank,Closed with explanation,True,,2
1258315,Debt collection,,Cont'd attempts collect debt not owed,TX,78247.0,0 days,Navient,Closed with explanation,True,,2
1260002,Debt collection,Credit card,False statements or representation,MD,21078.0,1 days,SquareTwo Financial Corporation,Closed with explanation,True,,2
1258306,Credit reporting,,Incorrect information on credit report,FL,33304.0,0 days,Equifax,Closed with explanation,True,,2
1258307,Credit reporting,,Credit monitoring or identity protection,WA,98006.0,0 days,Equifax,Closed with explanation,True,,2
1257798,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",NY,10595.0,6 days,Bank of the West,Closed with explanation,True,,2
1258255,Bank account or service,Other bank product/service,Deposits and withdrawals,DE,19720.0,4 days,M&T Bank,Closed with explanation,True,,2
1258301,Credit reporting,,Unable to get credit report/credit score,LA,70119.0,0 days,Equifax,Closed with non-monetary relief,True,,2
1258391,Debt collection,Medical,Cont'd attempts collect debt not owed,NY,12047.0,0 days,"Overton, Russell, Doerr and Donovan, LLP",Closed with explanation,True,Yes,2
1258305,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",CA,95742.0,0 days,First Mortgage Corporation,Closed with explanation,True,,2
1258251,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",TX,45074.0,0 days,Bank of America,In progress,True,,2
1259997,Debt collection,Credit card,Disclosure verification of debt,IL,60642.0,1 days,SquareTwo Financial Corporation,Closed with explanation,True,,2
1259995,Credit card,,Credit card protection / Debt protection,FL,33463.0,1 days,Citibank,Closed with monetary relief,True,Yes,2
1258012,Debt collection,Non-federal student loan,False statements or representation,AP,96385.0,0 days,"Key 2 Recovery, Inc.",Closed with explanation,True,Yes,2
1258887,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",CA,92009.0,0 days,Wells Fargo,In progress,True,,2
1257973,Bank account or service,Checking account,"Making/receiving payments, sending money",NY,11209.0,0 days,HSBC,In progress,True,,2
1258491,Credit reporting,,Incorrect information on credit report,AZ,85249.0,12 days,Equifax,In progress,True,,2
1258886,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",PA,19087.0,6 days,TD Bank,Closed with explanation,True,,2
1257964,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,ME,4401.0,6 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,Yes,2
1257966,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,ME,4401.0,6 days,"Pinnacle Credit Services, LLC",Closed with explanation,True,,2
1258872,Bank account or service,Checking account,Problems caused by my funds being low,GA,30331.0,5 days,TD Bank,Closed with explanation,True,,2
1258870,Credit reporting,,Unable to get credit report/credit score,CO,80038.0,0 days,Experian,Closed with non-monetary relief,True,,2
1257742,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",TX,76120.0,6 days,U.S. Bancorp,Closed with monetary relief,True,,2
1257961,Debt collection,Auto,Improper contact or sharing of info,NC,28403.0,0 days,Ford Motor Credit Company,In progress,True,,2
1259992,Credit reporting,,Unable to get credit report/credit score,ID,83714.0,1 days,Experian,Closed with non-monetary relief,True,,2
1258261,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",CA,94501.0,6 days,Citibank,Closed with explanation,True,,2
1259374,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",GA,30253.0,0 days,Bank of America,Closed with explanation,True,,2
1259393,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,PA,19404.0,6 days,GC Services Limited Partnership,Closed with non-monetary relief,True,,2
1259370,Debt collection,,Communication tactics,KS,67207.0,6 days,Global One Arbitration Inc.,Closed with explanation,True,,2
1259987,Debt collection,,Improper contact or sharing of info,FL,34953.0,1 days,"Pressler & Pressler, LLP",Closed with explanation,True,Yes,2
1259988,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",GA,30329.0,1 days,Nationstar Mortgage,Closed with explanation,True,,2
1258478,Debt collection,Credit card,Taking/threatening an illegal action,IL,60609.0,0 days,"Cavalry Investments, LLC",Closed with non-monetary relief,True,,2
1258265,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",PA,19139.0,6 days,"Select Portfolio Servicing, Inc",Closed with explanation,True,Yes,2
1259986,Credit card,,Closing/Cancelling account,AL,36830.0,1 days,Discover,Closed with explanation,True,,2
1259990,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",CA,90027.0,1 days,JPMorgan Chase,In progress,True,,2
1257937,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",MO,63138.0,0 days,Nationstar Mortgage,Closed with explanation,True,,2
1258410,Credit reporting,,Incorrect information on credit report,NV,89410.0,0 days,CoreLogic,Closed with explanation,True,,2
1258561,Debt collection,Credit card,Communication tactics,CA,90732.0,0 days,Cohen & Associates,Untimely response,False,,2
1258425,Student loan,Non-federal student loan,Dealing with my lender or servicer,KY,40383.0,8 days,Transworld Systems Inc.,In progress,True,,2
1259977,Credit card,,Identity theft / Fraud / Embezzlement,CA,90057.0,5 days,JPMorgan Chase,Closed with explanation,True,,2
1257980,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",NJ,7401.0,6 days,Bank of America,In progress,True,,2
1259985,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,GA,30305.0,6 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,,2
1258267,Credit reporting,,Incorrect information on credit report,CA,91325.0,13 days,Experian,Closed with explanation,True,Yes,2
1257951,Debt collection,Medical,Cont'd attempts collect debt not owed,WI,53029.0,0 days,Eagle Collection Corp.,Closed with explanation,True,Yes,2
1257950,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",NC,28216.0,0 days,Springleaf Finance Corporation,In progress,True,,2
1257938,Credit reporting,,Improper use of my credit report,FL,34689.0,0 days,Equifax,Closed with explanation,True,,2
1257952,Debt collection,,Cont'd attempts collect debt not owed,WI,53714.0,0 days,"EOS Holdings, Inc.",Closed with explanation,True,Yes,2
1257948,Consumer loan,Installment loan,Problems when you are unable to pay,CA,90292.0,6 days,GE Capital Retail,Closed with non-monetary relief,True,Yes,2
1257946,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",FL,33473.0,6 days,"Green Tree Servicing, LLC",Closed with explanation,True,,2
1257941,Credit card,,APR or interest rate,UT,84116.0,0 days,Capital One,Closed with explanation,True,,2
1257954,Student loan,Non-federal student loan,Can't repay my loan,GA,30058.0,0 days,Rhode Island Student Loan Authority,Closed with explanation,True,,2
1259361,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",OR,97224.0,0 days,Wells Fargo,In progress,True,,2
1257943,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,MD,21921.0,0 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,,2
1257929,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",CA,92647.0,0 days,Wells Fargo,In progress,True,,2
1257928,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",CA,91342.0,0 days,"Pacific Union Financial, LLC",Closed with explanation,True,,2
1258421,Bank account or service,Checking account,"Account opening, closing, or management",GA,30345.0,0 days,BB&T Financial,Closed with explanation,True,,2
1258397,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,GA,30253.0,0 days,"Convergent Resources, Inc.",Closed with explanation,True,,2
1258889,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",NY,11704.0,0 days,"Caliber Home Loans, Inc",Closed with explanation,True,,2
1257936,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",FL,33166.0,0 days,Bank of America,In progress,True,,2
1258430,Consumer loan,Vehicle loan,Problems when you are unable to pay,TX,77498.0,0 days,FC HoldCo LLC,Closed with monetary relief,True,,2
1259363,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",FL,34744.0,6 days,Bank of America,Closed,True,,2
1259962,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,MD,21237.0,1 days,"Green Tree Servicing, LLC",Closed with explanation,True,,2
1259916,Debt collection,Medical,Cont'd attempts collect debt not owed,TX,75022.0,1 days,"ProCollect, Inc",Closed with explanation,True,Yes,2
1259149,Debt collection,Credit card,Cont'd attempts collect debt not owed,IN,47172.0,6 days,PNC Bank,In progress,True,,2
1259350,Debt collection,,Communication tactics,TX,78753.0,0 days,"Asset Recovery Solutions, LLC",In progress,True,,2
1259349,Debt collection,,Communication tactics,TX,78753.0,0 days,"The Bureaus, Inc.",Closed with explanation,True,,2
1259792,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",AZ,85359.0,0 days,JPMorgan Chase,Closed with explanation,True,,2
1259335,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",VA,24343.0,0 days,"Select Portfolio Servicing, Inc",Closed with explanation,True,,2
1259320,Debt collection,,Cont'd attempts collect debt not owed,FL,32225.0,0 days,Springleaf Finance Corporation,Closed with explanation,True,,2
1257761,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,TX,78245.0,0 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,,2
1257778,Debt collection,Credit card,False statements or representation,GA,30721.0,6 days,JPMorgan Chase,Closed with explanation,True,,2
1259257,Debt collection,,Disclosure verification of debt,TX,78154.0,0 days,"The CBE Group, Inc.",Closed with explanation,True,,2
1258773,Debt collection,"Other (phone, health club, etc.)",Communication tactics,NY,10016.0,6 days,Citibank,Closed with non-monetary relief,True,,2
1258418,Credit card,,Delinquent account,NJ,7106.0,6 days,Bank of America,Closed with non-monetary relief,True,,2
1258497,Credit card,,Other,FL,32835.0,4 days,Wells Fargo,Closed with explanation,True,Yes,2
1258094,Bank account or service,Checking account,Deposits and withdrawals,NY,10031.0,0 days,TD Bank,Closed with monetary relief,True,Yes,2
1259887,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",CA,93013.0,1 days,Nationstar Mortgage,Closed with explanation,True,,2
1257734,Bank account or service,Checking account,Problems caused by my funds being low,GA,30101.0,0 days,Bank of America,Closed with monetary relief,True,,2
1257727,Money transfers,Domestic (US) money transfer,Other transaction issues,MD,21221.0,0 days,Santander Bank US,Closed with explanation,True,,2
1257725,Credit reporting,,Credit reporting company's investigation,OH,45042.0,0 days,TransUnion,Closed with non-monetary relief,True,Yes,2
1259964,Debt collection,Medical,Cont'd attempts collect debt not owed,NJ,7042.0,1 days,Medical Business Bureau,Closed with explanation,True,,2
1258240,Debt collection,Credit card,False statements or representation,GA,30342.0,6 days,GE Capital Retail,Closed with monetary relief,True,,2
1259940,Credit card,,Credit card protection / Debt protection,WA,98027.0,1 days,GE Capital Retail,Closed with explanation,True,,2
1258239,Debt collection,Credit card,False statements or representation,GA,30342.0,6 days,Allied Interstate LLC,Closed with non-monetary relief,True,,2
1259918,Credit reporting,,Unable to get credit report/credit score,TN,37716.0,1 days,Equifax,Closed with non-monetary relief,True,,2
1259319,Debt collection,,Cont'd attempts collect debt not owed,FL,32225.0,0 days,Resurgent Capital Services L.P.,In progress,True,,2
1259928,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,ID,83445.0,1 days,Bonneville Billing and Collections,Closed with explanation,True,Yes,2
1258241,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,NH,3054.0,0 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,,2
1259911,Credit card,,Credit card protection / Debt protection,KS,66047.0,1 days,JPMorgan Chase,Closed with non-monetary relief,True,,2
1259968,Consumer loan,Installment loan,Problems when you are unable to pay,OH,43302.0,1 days,ACE Cash Express Inc.,Closed with explanation,True,,2
1259876,Mortgage,Other mortgage,"Application, originator, mortgage broker",DC,20011.0,6 days,Wells Fargo,In progress,True,,2
1259895,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",IN,46151.0,1 days,Nationstar Mortgage,Closed with explanation,True,,2
1258457,Credit card,,Billing disputes,GA,30311.0,5 days,"Portfolio Recovery Associates, Inc.",Closed with explanation,True,,2
1258455,Credit reporting,,Incorrect information on credit report,IL,60640.0,0 days,TransUnion,Closed with explanation,True,,2
1258412,Consumer loan,Installment loan,Managing the loan or lease,ID,83201.0,6 days,"Carmel Financial Corporation, Inc.",Closed with explanation,True,,2
1259318,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",MD,20723.0,0 days,Selene Finance,Closed with explanation,True,,2
1259360,Credit reporting,,Incorrect information on credit report,VA,23462.0,0 days,TransUnion,Closed with explanation,True,,2
1259307,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,TX,75216.0,6 days,"Blakely-Witt and Associates, Inc.",Closed with explanation,True,Yes,2
1258190,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",VT,5468.0,6 days,Generation Mortgage,Closed with explanation,True,,2
1259871,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",OK,74133.0,0 days,Wells Fargo,Closed with explanation,True,,2
1258569,Credit reporting,,Incorrect information on credit report,CA,94521.0,0 days,TransUnion,Closed with non-monetary relief,True,,2
1259875,Debt collection,Credit card,Communication tactics,OR,97814.0,1 days,Amex,Closed with explanation,True,,2
1259906,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",MN,55379.0,1 days,Ocwen,Closed with explanation,True,,2
1258205,Bank account or service,Checking account,Problems caused by my funds being low,VA,23221.0,0 days,Bank of America,Closed with monetary relief,True,,2
1259860,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,NC,27127.0,6 days,"Stephens and Michaels Associates, Inc.",Closed with explanation,True,,2
1258208,Credit reporting,,Incorrect information on credit report,KY,40403.0,15 days,Equifax,In progress,True,,2
1258202,Credit reporting,,Incorrect information on credit report,WI,54880.0,6 days,Equifax,In progress,True,,2
1258175,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",FL,34778.0,0 days,"Green Tree Servicing, LLC",In progress,True,,2
1258247,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",FL,33458.0,0 days,Wells Fargo,Closed with explanation,True,,2
1259548,Bank account or service,Other bank product/service,"Account opening, closing, or management",NY,11216.0,0 days,SunTrust Bank,In progress,True,,2
1258218,Mortgage,Other mortgage,"Application, originator, mortgage broker",FL,32795.0,0 days,Ocwen,Closed with explanation,True,,2
1258051,Debt collection,Medical,Cont'd attempts collect debt not owed,NC,27858.0,0 days,"Bull City Financial Solutions, Inc",Closed with explanation,True,,2
1258092,Bank account or service,Checking account,"Account opening, closing, or management",CA,94043.0,6 days,HSBC,Closed with explanation,True,,2
1259283,Credit reporting,,Credit reporting company's investigation,FL,33611.0,0 days,Equifax,Closed with explanation,True,,2
1258192,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",FL,33626.0,0 days,Wells Fargo,Closed with explanation,True,,2
1258559,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",FL,33170.0,6 days,FirstBank of Puerto Rico,In progress,True,,2
1258179,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",TX,75070.0,0 days,Nationstar Mortgage,Closed with explanation,True,Yes,2
1258210,Consumer loan,Vehicle loan,Managing the loan or lease,FL,33510.0,6 days,M&T Bank,Closed with explanation,True,,2
1258200,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,NC,27127.0,0 days,"Stephens and Michaels Associates, Inc.",Closed with explanation,True,,2
1258185,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",FL,34608.0,6 days,Wells Fargo,In progress,True,,2
1259868,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",OH,45403.0,0 days,U.S. Bancorp,Closed with explanation,True,,2
1258461,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",PA,19148.0,0 days,Ocwen,In progress,True,,2
1258188,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",IN,47610.0,6 days,"Caliber Home Loans, Inc",Closed with explanation,True,,2
1259800,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",NC,28801.0,0 days,Wells Fargo,Closed with explanation,True,,2
1258438,Credit card,,Identity theft / Fraud / Embezzlement,AL,35071.0,0 days,USAA Savings,Closed with monetary relief,True,,2
1258450,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",WI,53222.0,6 days,"Village Capital and Investment, LLC",Closed with explanation,True,,2
1259366,Credit card,,Unsolicited issuance of credit card,DC,20037.0,15 days,TransUnion,Closed with explanation,True,,2
1258163,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",AZ,85234.0,6 days,Ocwen,Closed with explanation,True,,2
1258120,Credit reporting,,Incorrect information on credit report,FL,33954.0,0 days,TransUnion,Closed with explanation,True,,2
1258156,Prepaid card,Government benefit payment card,Fraud or scam,TX,77396.0,6 days,Comerica,Closed with explanation,True,,2
1258111,Debt collection,Medical,Disclosure verification of debt,FL,32233.0,0 days,"Credit Collections U.S.A., L.L.C.",Closed,False,,2
1258134,Debt collection,"Other (phone, health club, etc.)",Communication tactics,NY,11372.0,6 days,"Financial Recovery Services, Inc.",Closed with explanation,True,,2
1259783,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",WI,53207.0,6 days,"Green Tree Servicing, LLC",In progress,True,,2
1259571,Credit reporting,,Credit monitoring or identity protection,CA,94587.0,6 days,Experian,Closed with explanation,True,,2
1259781,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",AZ,86315.0,0 days,Wells Fargo,Closed with explanation,True,,2
1259579,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",MD,21202.0,0 days,M&T Bank,In progress,True,,2
1259578,Bank account or service,Savings account,"Account opening, closing, or management",AE,9803.0,0 days,Capital One,Closed with explanation,True,,2
1259574,Credit reporting,,Improper use of my credit report,NY,10465.0,0 days,Equifax,In progress,True,,2
1259575,Credit reporting,,Improper use of my credit report,NY,10465.0,0 days,TransUnion,Closed with non-monetary relief,True,,2
1259577,Credit card,,Transaction issue,IL,60648.0,0 days,Discover,Closed with explanation,True,,2
1259568,Credit reporting,,Credit reporting company's investigation,MI,49417.0,6 days,Equifax,Closed with non-monetary relief,True,,2
1258130,Credit card,,Credit card protection / Debt protection,TX,75063.0,0 days,JPMorgan Chase,Closed with explanation,True,,2
1259563,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",DE,19803.0,3 days,JPMorgan Chase,Closed with explanation,True,Yes,2
1259555,Bank account or service,Checking account,"Account opening, closing, or management",NV,89148.0,0 days,Wells Fargo,Closed with explanation,True,,2
1259551,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",CO,80229.0,6 days,Ocwen,In progress,True,,2
1259134,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,FL,33437.0,0 days,"Diversified Consultants, Inc.",In progress,True,,2
1258168,Student loan,Non-federal student loan,Can't repay my loan,MI,49001.0,6 days,Navient,Closed with explanation,True,,2
1259033,Credit card,,Advertising and marketing,GA,30341.0,0 days,Amex,Closed with non-monetary relief,True,,2
1258903,Credit reporting,,Credit reporting company's investigation,TX,75002.0,0 days,TransUnion,Closed with non-monetary relief,True,Yes,2
1259788,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",NY,11216.0,0 days,HSBC,In progress,True,,2
1258090,Credit reporting,,Incorrect information on credit report,GA,30294.0,6 days,Equifax,Closed with explanation,True,,2
1258169,Mortgage,Other mortgage,Credit decision / Underwriting,WA,99218.0,0 days,Quicken Loans,Closed with explanation,True,,2
1259501,Debt collection,Medical,Disclosure verification of debt,NY,12603.0,0 days,"NRA Group, LLC",Closed with explanation,False,,2
1259507,Consumer loan,Vehicle loan,Managing the loan or lease,TX,78233.0,6 days,Credit Acceptance Corporation,Closed with explanation,True,,2
1259511,Debt collection,Credit card,Disclosure verification of debt,CA,94540.0,0 days,Capital One,In progress,True,,2
1259510,Debt collection,Payday loan,Improper contact or sharing of info,MO,65775.0,0 days,"Enova International, Inc.",Closed with explanation,True,Yes,2
1259493,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",MI,48390.0,6 days,Ocwen,Closed with explanation,True,Yes,2
1258901,Credit reporting,,Incorrect information on credit report,WA,98101.0,0 days,Equifax,Closed with explanation,True,,2
1259132,Debt collection,"Other (phone, health club, etc.)",Communication tactics,FL,33437.0,0 days,Focus Holding Company,Closed with explanation,True,,2
1259475,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",VA,22408.0,6 days,Ditech Mortgage Corp,Closed with explanation,True,,2
1259123,Credit card,,Late fee,NY,12309.0,0 days,Citibank,Closed with explanation,True,,2
1259491,Bank account or service,Checking account,Using a debit or ATM card,OH,44410.0,0 days,The Huntington National Bank,In progress,True,,2
1258900,Credit reporting,,Incorrect information on credit report,WA,98101.0,0 days,Experian,Closed with non-monetary relief,True,,2
1259469,Mortgage,Other mortgage,Settlement process and costs,ID,83501.0,6 days,Ocwen,Closed with explanation,True,Yes,2
1258899,Credit reporting,,Incorrect information on credit report,WA,98101.0,0 days,TransUnion,Closed with explanation,True,,2
1258898,Credit card,,Other,WA,98101.0,6 days,Citibank,Closed with monetary relief,True,,2
1258929,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",MI,49508.0,0 days,"Green Tree Servicing, LLC",In progress,True,,2
1259462,Credit card,,Unsolicited issuance of credit card,NY,12549.0,6 days,Citibank,Closed with non-monetary relief,True,,2
1259024,Credit reporting,,Unable to get credit report/credit score,FL,33186.0,0 days,Equifax,Closed with non-monetary relief,True,Yes,2
1258915,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",CA,94612.0,6 days,JPMorgan Chase,In progress,True,,2
1258918,Debt collection,Medical,Taking/threatening an illegal action,MI,49849.0,0 days,"Superior Adjustment, Inc.",Closed with explanation,True,,2
1258904,Credit reporting,,Unable to get credit report/credit score,TX,75023.0,0 days,TransUnion,In progress,True,,2
1259022,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,FL,33310.0,6 days,First Data Corporation,In progress,True,,2
1258941,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,PA,17543.0,1 days,West Corporation,Closed with explanation,True,,2
1258932,Credit reporting,,Incorrect information on credit report,TX,75040.0,0 days,TransUnion,Closed with explanation,True,,2
1258939,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",OR,97477.0,6 days,Specialized Loan Servicing LLC,Closed with explanation,True,Yes,2
1258934,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,FL,33458.0,0 days,Capital One,Closed with explanation,True,,2
1258937,Payday loan,,Charged fees or interest I didn't expect,IL,62702.0,6 days,Tower Loan,Closed with explanation,True,Yes,2
1258935,Credit reporting,,Incorrect information on credit report,TX,78413.0,14 days,Equifax,In progress,True,,2
1259789,Credit reporting,,Incorrect information on credit report,TX,77534.0,0 days,Equifax,Closed with explanation,True,,2
1258951,Debt collection,Credit card,Disclosure verification of debt,FL,33141.0,0 days,"Portfolio Recovery Associates, Inc.",Closed with explanation,True,,2
